Fecha,Nombre,Edad,Genero,Talla,Seccion,Localizacion,Agregar Producto,Iniciar Pago,Compra Confirmada
2024-02-10 06:27:09.525531586,Gregory Graham,29,mujer,,,Japon,False,False,False
2024-02-10 06:27:37.419268623,Troy Frost,58,mujer,,,Japon,False,False,False
2024-02-10 06:27:47.842955148,Cassandra Wall,58,mujer,,,China,False,False,False
2024-02-10 06:28:35.360098800,Jenna Mcfarland,51,mujer,,,Japon,False,False,False
2024-02-10 06:30:31.155043054,Briana Carter,42,mujer,,,Japon,False,False,False
2024-02-10 06:33:30.929424576,Paula Castillo,25,hombre,,,Japon,False,False,False
2024-02-10 06:36:39.065488184,Christopher Gamble,34,hombre,,,Japon,False,False,False
2024-02-10 06:42:55.613543908,Seth West,47,mujer,,,Japon,False,False,False
2024-02-10 06:43:09.438908156,Jay Joseph,19,hombre,,,EEUU,False,False,False
2024-02-10 06:43:16.158631031,Casey Miller,38,mujer,,,Japon,False,False,False
2024-02-10 06:45:04.447310291,Marvin Martin,30,mujer,,,China,False,False,False
2024-02-10 06:46:16.238139014,Zachary Hill,41,hombre,,,Reino Unido,False,False,False
2024-02-10 06:48:31.030929301,Jennifer Thornton,47,hombre,,,Reino Unido,False,False,False
2024-02-10 06:53:00.973315923,Madison Rodriguez,44,mujer,,,China,False,False,False
2024-02-10 06:55:41.292034793,Michael Fields,45,mujer,,,China,False,False,False
2024-02-10 06:55:42.284592392,Lori Miranda,42,mujer,43,hombre,China,True,False,False
2024-02-10 06:58:31.760047472,Danielle Smith,39,mujer,,,EEUU,False,False,False
2024-02-10 06:59:16.077305524,James Nielsen,25,mujer,,,Japon,False,False,False
2024-02-10 06:59:53.533051745,Jessica Martin,48,mujer,,,Japon,False,False,False
2024-02-10 07:01:31.859910486,Brandy Walsh,25,mujer,,,Japon,False,False,False
2024-02-10 07:04:19.124263188,Michael Paul,34,hombre,,,China,False,False,False
2024-02-10 07:05:51.124982960,Anthony Cruz,46,mujer,,,Japon,False,False,False
2024-02-10 07:09:26.463579083,Jeffrey Huffman,44,hombre,,,EEUU,False,False,False
2024-02-10 07:16:29.854240923,Jeanette Alexander,35,mujer,,,Japon,False,False,False
2024-02-10 07:16:37.591088162,Juan Marsh,46,hombre,,,Japon,False,False,False
2024-02-10 07:17:15.611024853,Erin Burgess,32,mujer,,,Japon,False,False,False
2024-02-10 07:18:27.215613590,Heather Rivas,44,mujer,,,Japon,False,False,False
2024-02-10 07:19:55.520875184,Cody Garza,31,mujer,,,Reino Unido,False,False,False
2024-02-10 07:20:07.007849855,William Hayes,36,mujer,,,China,False,False,False
2024-02-10 07:20:19.751596774,Brooke Moore DDS,40,mujer,,,Japon,False,False,False
2024-02-10 07:26:31.472198604,Ricardo Hardy,56,mujer,,,Japon,False,False,False
2024-02-10 07:31:11.099346032,Valerie Davis,41,mujer,,,Japon,False,False,False
2024-02-10 07:36:03.200569388,Michael Walsh,28,hombre,,,Reino Unido,False,False,False
2024-02-10 07:36:29.589820064,Tammy Parker,40,mujer,,,China,False,False,False
2024-02-10 07:37:13.945834494,Denise Wagner,31,mujer,,,China,False,False,False
2024-02-10 07:41:40.585263959,Lauren Thompson,53,mujer,,,Reino Unido,False,False,False
2024-02-10 07:43:46.344979142,Edward Robinson,29,mujer,,,Japon,False,False,False
2024-02-10 07:45:39.116937888,Steven Castro,46,mujer,,,Japon,False,False,False
2024-02-10 07:48:41.861671509,David Patrick,54,mujer,,,China,False,False,False
2024-02-10 07:48:50.338429145,Amy Mitchell,38,mujer,,,China,False,False,False
2024-02-10 07:50:52.946023612,Mary Olson,17,mujer,,,China,False,False,False
2024-02-10 07:51:49.700842539,Joe Erickson,40,mujer,,,EEUU,False,False,False
2024-02-10 07:59:25.943955073,Mark Hampton,44,mujer,,,Japon,False,False,False
2024-02-10 08:01:09.237325570,Shawn Anderson,42,mujer,,,China,False,False,False
2024-02-10 08:05:10.595788523,James Huynh,43,mujer,,,Japon,False,False,False
2024-02-10 08:07:06.558393103,Alyssa Douglas,33,hombre,,,China,False,False,False
2024-02-10 08:08:51.871651085,Kristin Olson,38,mujer,43,hombre,China,True,False,False
2024-02-10 08:14:30.015196143,Mrs. Jessica Hernandez MD,35,mujer,,,Japon,False,False,False
2024-02-10 08:21:44.521889394,Jonathon Edwards,39,mujer,,,Reino Unido,False,False,False
2024-02-10 08:21:58.725842214,David Kelley,39,hombre,,,Japon,False,False,False
2024-02-10 08:25:27.835460174,Alexis Wilson,39,hombre,,,Japon,False,False,False
2024-02-10 08:30:13.932723290,Gregory Ramos,35,hombre,,,China,False,False,False
2024-02-10 08:33:18.428153436,Paul Kirk,47,hombre,,,China,False,False,False
2024-02-10 08:33:41.061704980,Kelly Brown,44,hombre,,,Japon,False,False,False
2024-02-10 08:35:50.909646160,Alicia White,47,mujer,,,China,False,False,False
2024-02-10 08:38:17.871717584,Timothy Charles,28,hombre,,,China,False,False,False
2024-02-10 08:45:28.703876554,Aaron Nolan,37,mujer,,,China,False,False,False
2024-02-10 08:51:08.695551609,Joseph Higgins,43,hombre,40,mujer,Japon,True,False,False
2024-02-10 08:52:38.968941493,Laura Gutierrez,30,mujer,,,Japon,False,False,False
2024-02-10 08:55:35.699723515,Megan Luna,29,mujer,,,Japon,False,False,False
2024-02-10 08:55:54.812809625,Maxwell Brooks,49,mujer,,,China,False,False,False
2024-02-10 08:59:57.293796398,Amanda Ortiz,37,mujer,,,China,False,False,False
2024-02-10 09:07:00.737155597,Linda Shepard,34,mujer,,,Japon,False,False,False
2024-02-10 09:07:28.523168927,Douglas Perez,28,mujer,,,Japon,False,False,False
2024-02-10 09:07:43.737557691,Danielle Downs,25,mujer,,,China,False,False,False
2024-02-10 09:08:31.140033483,Shane Carey,18,mujer,,,Japon,False,False,False
2024-02-10 09:12:05.594781365,Carla Jones,38,mujer,,,Japon,False,False,False
2024-02-10 09:13:56.980294667,John Alvarez,50,hombre,,,Japon,False,False,False
2024-02-10 09:15:58.005818847,Kyle Green,39,mujer,,,Japon,False,False,False
2024-02-10 09:17:10.606602856,Rodney Sherman,35,mujer,,,Japon,False,False,False
2024-02-10 09:18:45.565626952,Ian Johnson,37,mujer,,,China,False,False,False
2024-02-10 09:21:36.913097662,James Perez,45,mujer,,,EEUU,False,False,False
2024-02-10 09:24:11.508875606,Alexis Evans,46,mujer,,,China,False,False,False
2024-02-10 09:27:01.825807791,Jeffrey Clark,19,hombre,,,Japon,False,False,False
2024-02-10 09:42:30.814802666,Jessica Lee,25,mujer,,,China,False,False,False
2024-02-10 09:42:32.426759774,Diane King,35,mujer,,,Reino Unido,False,False,False
2024-02-10 09:43:40.574631949,Oscar Mills,38,mujer,,,Japon,False,False,False
2024-02-10 09:43:50.497932011,Robert Smith,57,mujer,,,China,False,False,False
2024-02-10 09:52:46.403959262,Frank Lee,44,mujer,,,China,False,False,False
2024-02-10 09:54:28.164135798,Theresa Myers,37,mujer,,,Japon,False,False,False
2024-02-10 10:04:04.401244236,Albert Flynn,32,mujer,,,Japon,False,False,False
2024-02-10 10:04:19.030692606,James Barnes,46,mujer,44,hombre,EEUU,True,False,False
2024-02-10 10:08:07.277880291,Kayla Escobar,33,mujer,,,China,False,False,False
2024-02-10 10:10:10.813071850,Erica Carpenter,41,mujer,,,EEUU,False,False,False
2024-02-10 10:11:42.365084951,Jason Padilla DVM,37,mujer,,,Japon,False,False,False
2024-02-10 10:17:20.618167400,Anthony Coleman,38,mujer,,,Japon,False,False,False
2024-02-10 10:17:27.847893663,Kristina Bailey,52,mujer,,,Japon,False,False,False
2024-02-10 10:18:20.593265971,William Lucero,47,mujer,,,Japon,False,False,False
2024-02-10 10:18:30.592915923,Brent Bryant,51,mujer,,,China,False,False,False
2024-02-10 10:24:00.551957575,Edward Carroll,49,mujer,,,Japon,False,False,False
2024-02-10 10:35:06.997483538,James Daniel,32,mujer,,,China,False,False,False
2024-02-10 10:39:22.329525579,Matthew Novak MD,30,hombre,40,mujer,EEUU,True,False,False
2024-02-10 10:42:55.206519204,David Miller,44,mujer,42,hombre,Japon,True,False,False
2024-02-10 10:45:22.406185465,Sharon King,23,mujer,,,Reino Unido,False,False,False
2024-02-10 10:50:18.942257157,Samuel Jones,38,mujer,,,China,False,False,False
2024-02-10 10:52:33.879462033,Robin Garcia,45,hombre,,,China,False,False,False
2024-02-10 10:54:25.994092381,Catherine Cobb,27,mujer,,,Reino Unido,False,False,False
2024-02-10 10:55:02.143050907,Jacqueline Farrell,39,mujer,,,Japon,False,False,False
2024-02-10 10:56:42.725072915,Jennifer Miller,37,hombre,,,Japon,False,False,False
2024-02-10 11:01:48.541817458,Michael Edwards,55,mujer,,,China,False,False,False
2024-02-10 11:08:02.381543580,Juan Flores,57,mujer,,,Japon,False,False,False
2024-02-10 11:09:44.457952277,Jacob Gardner,44,hombre,46,hombre,Japon,True,False,False
2024-02-10 11:10:05.498720115,Justin Johnson,29,mujer,,,China,False,False,False
2024-02-10 11:11:30.446840030,Jorge Casey,45,mujer,,,Japon,False,False,False
2024-02-10 11:14:58.617678459,Michelle Dickson,39,mujer,,,China,False,False,False
2024-02-10 11:17:59.614285578,Charles Foster,38,mujer,,,China,False,False,False
2024-02-10 11:19:09.758099952,Christopher Schroeder,54,hombre,,,Japon,False,False,False
2024-02-10 11:22:33.553162315,Mary Walters MD,37,mujer,,,Japon,False,False,False
2024-02-10 11:26:03.702769221,Jason Rodriguez,33,mujer,,,Reino Unido,False,False,False
2024-02-10 11:27:19.115183194,Katherine Morton,41,mujer,,,Japon,False,False,False
2024-02-10 11:39:16.687127280,Christopher Castillo,42,mujer,,,Japon,False,False,False
2024-02-10 11:46:17.321515948,Kimberly Stein,53,hombre,,,China,False,False,False
2024-02-10 11:48:54.931134133,James Bryant,47,mujer,,,Japon,False,False,False
2024-02-10 11:51:18.298835723,Jenna Davis,26,mujer,44,hombre,Japon,True,False,False
2024-02-10 11:55:15.249276161,Michael Strong,38,mujer,,,Reino Unido,False,False,False
2024-02-10 11:57:26.463345704,Vincent Henderson,30,mujer,,,China,False,False,False
2024-02-10 11:57:37.973184056,Angel Sharp,26,hombre,,,Japon,False,False,False
2024-02-10 12:02:35.214720678,Mark Sullivan,50,mujer,42,hombre,Japon,True,False,False
2024-02-10 12:04:59.236096907,Mackenzie Doyle,33,mujer,,,China,False,False,False
2024-02-10 12:05:31.416665569,Melissa Price,41,mujer,,,Japon,False,False,False
2024-02-10 12:07:41.607746459,Lisa Jones DVM,45,mujer,,,Japon,False,False,False
2024-02-10 12:08:20.753385038,Adam Haas,54,mujer,,,Reino Unido,False,False,False
2024-02-10 12:11:35.991659302,Matthew Carlson,49,mujer,,,Japon,False,False,False
2024-02-10 12:11:49.904224370,Robert Pierce,43,mujer,,,China,False,False,False
2024-02-10 12:14:29.372249385,Benjamin Johnson,35,mujer,,,Japon,False,False,False
2024-02-10 12:15:45.549740219,Jeremy Moreno,45,mujer,,,Japon,False,False,False
2024-02-10 12:18:01.804395282,Margaret Lopez,31,mujer,,,Japon,False,False,False
2024-02-10 12:24:55.318538720,Roberto Turner,26,mujer,,,China,False,False,False
2024-02-10 12:25:12.170904030,Ruth Gonzales,28,mujer,,,China,False,False,False
2024-02-10 12:28:22.907726639,Courtney Simmons,20,hombre,,,Japon,False,False,False
2024-02-10 12:36:21.199609425,Jennifer Mccarthy,34,mujer,,,Japon,False,False,False
2024-02-10 12:37:13.354213514,Jason Wagner,39,hombre,,,China,False,False,False
2024-02-10 12:37:23.600979480,Latoya Gibson,27,mujer,,,China,False,False,False
2024-02-10 12:44:12.354242954,Hannah Johnson,33,mujer,45,hombre,China,True,False,False
2024-02-10 12:44:31.533233006,William Erickson,39,mujer,,,Japon,False,False,False
2024-02-10 12:47:06.422013460,William Blake,38,mujer,,,Japon,False,False,False
2024-02-10 12:49:20.046882973,Andrew Walker,37,mujer,,,Japon,False,False,False
2024-02-10 12:52:02.462776470,Luis Valencia,39,mujer,,,China,False,False,False
2024-02-10 12:52:38.604940257,Amanda Johnson,33,mujer,41,mujer,China,True,False,False
2024-02-10 12:55:03.174557617,Sherri Parker,38,mujer,,,Japon,False,False,False
2024-02-10 12:56:53.924901964,Craig Rose,37,mujer,,,EEUU,False,False,False
2024-02-10 12:59:20.558992335,Matthew Hartman,33,mujer,,,China,False,False,False
2024-02-10 13:00:44.954988486,James Green,27,mujer,,,Japon,False,False,False
2024-02-10 13:02:04.770830853,Jessica Kelley,44,hombre,,,Japon,False,False,False
2024-02-10 13:02:47.872619598,Cindy Powell,36,mujer,,,Japon,False,False,False
2024-02-10 13:06:46.924635469,Ashley Thomas,41,mujer,44,mujer,Japon,True,False,False
2024-02-10 13:10:28.784086466,Mr. Kelly Ramirez,40,hombre,,,China,False,False,False
2024-02-10 13:13:55.689271282,Kathryn Moore,42,mujer,,,China,False,False,False
2024-02-10 13:16:25.837419341,Jessica Frederick,47,hombre,,,China,False,False,False
2024-02-10 13:17:28.995926364,Pamela Ortiz,38,mujer,,,China,False,False,False
2024-02-10 13:21:06.799008060,Chad Davis,31,mujer,,,Japon,False,False,False
2024-02-10 13:25:27.177246482,Sergio Burns,32,mujer,,,Japon,False,False,False
2024-02-10 13:25:34.448108464,Shelly Lewis,17,mujer,,,China,False,False,False
2024-02-10 13:25:35.681692185,Stephanie Waters,36,mujer,,,Japon,False,False,False
2024-02-10 13:28:51.705804607,Jessica Williams,34,hombre,,,China,False,False,False
2024-02-10 13:33:09.762860094,Deborah Vasquez,32,hombre,,,Japon,False,False,False
2024-02-10 13:39:45.072877172,Colton Shelton,49,hombre,,,Japon,False,False,False
2024-02-10 13:41:53.184830275,Alan Dominguez,31,mujer,,,EEUU,False,False,False
2024-02-10 13:45:41.207844557,Evelyn Wade,52,mujer,,,Japon,False,False,False
2024-02-10 13:47:34.796696738,Alan Olson,52,mujer,,,Japon,False,False,False
2024-02-10 13:56:19.582164951,Marcus Arroyo,41,mujer,,,Japon,False,False,False
2024-02-10 14:00:12.279395101,Matthew Miller,30,hombre,,,China,False,False,False
2024-02-10 14:11:09.260652578,Mark Jones,46,mujer,,,China,False,False,False
2024-02-10 14:15:51.497333198,Christopher Foley,35,mujer,,,China,False,False,False
2024-02-10 14:18:27.149044591,Mary Brock,39,mujer,,,China,False,False,False
2024-02-10 14:23:48.881582475,Dominique Reed,37,mujer,,,China,False,False,False
2024-02-10 14:24:42.277461801,Christina Orr,29,mujer,,,China,False,False,False
2024-02-10 14:26:53.846018610,Cassandra Hopkins,47,hombre,,,Japon,False,False,False
2024-02-10 14:29:40.893409691,Anna Washington,42,mujer,,,Reino Unido,False,False,False
2024-02-10 14:31:19.517314616,Travis Sampson,37,hombre,,,China,False,False,False
2024-02-10 14:35:26.105331896,Heather Rodriguez,38,mujer,,,China,False,False,False
2024-02-10 14:37:09.621448225,Stephen Allen,42,hombre,,,China,False,False,False
2024-02-10 14:40:07.534970508,David Shelton,29,hombre,,,China,False,False,False
2024-02-10 14:41:35.200634867,Johnny Koch,31,mujer,,,China,False,False,False
2024-02-10 14:43:12.525539688,Stephanie Adams,46,mujer,,,Reino Unido,False,False,False
2024-02-10 14:46:23.814977715,Frederick Lee,18,mujer,,,China,False,False,False
2024-02-10 14:46:36.428859869,Jamie Gonzales,35,mujer,,,Japon,False,False,False
2024-02-10 14:48:18.997361539,Charles Green,38,hombre,,,Japon,False,False,False
2024-02-10 14:49:32.089473750,Joseph Kline,29,mujer,,,China,False,False,False
2024-02-10 14:53:43.651656473,Steven Maynard,34,mujer,,,EEUU,False,False,False
2024-02-10 14:55:52.742055716,Jennifer Harrison,39,mujer,,,Japon,False,False,False
2024-02-10 14:57:33.794848877,Raven Richards,40,hombre,,,EEUU,False,False,False
2024-02-10 15:00:48.299646743,William Greer,44,mujer,44,hombre,China,True,False,False
2024-02-10 15:03:44.106862996,Sarah Herrera,47,mujer,,,Japon,False,False,False
2024-02-10 15:03:45.068136165,Kevin Davis,33,mujer,,,China,False,False,False
2024-02-10 15:04:41.183912580,Daniel Johnson,26,mujer,,,Japon,False,False,False
2024-02-10 15:08:24.897217670,Stacy Bass,59,mujer,,,Japon,False,False,False
2024-02-10 15:09:54.893889292,Becky Herrera,38,mujer,37,mujer,China,True,False,False
2024-02-10 15:14:38.849494643,Joseph Cabrera MD,35,mujer,40,hombre,Japon,True,False,False
2024-02-10 15:20:17.152902659,Miguel Garcia,48,mujer,,,China,False,False,False
2024-02-10 15:23:32.100903804,Kristin Martinez,47,mujer,44,hombre,China,True,False,False
2024-02-10 15:25:57.625769121,Jessica Perez,25,hombre,,,Japon,False,False,False
2024-02-10 15:30:24.009339166,Paul Yates,47,mujer,,,China,False,False,False
2024-02-10 15:32:46.502701600,Connor Walker,53,mujer,,,China,False,False,False
2024-02-10 15:33:51.110718098,Marissa Graham,47,mujer,,,China,False,False,False
2024-02-10 15:36:40.465776119,Michael Davis,29,mujer,,,China,False,False,False
2024-02-10 15:42:01.659739349,Catherine Johnson,31,mujer,,,Japon,False,False,False
2024-02-10 15:43:11.952279514,Andrew Nguyen,55,mujer,,,Japon,False,False,False
2024-02-10 15:48:34.445883113,Dr. Jesse Houston,39,mujer,,,Japon,False,False,False
2024-02-10 15:49:49.079087448,Belinda Miller,46,mujer,,,China,False,False,False
2024-02-10 15:50:20.022879749,Rachel Mitchell,30,hombre,,,Japon,False,False,False
2024-02-10 15:58:35.806987318,Lisa Gutierrez,39,mujer,44,hombre,China,True,False,False
2024-02-10 16:09:34.363830768,Luis Harvey,31,mujer,,,China,False,False,False
2024-02-10 16:10:28.584253558,Darius Foster,38,mujer,,,Japon,False,False,False
2024-02-10 16:10:41.013895345,Joseph Dixon,36,mujer,,,Japon,False,False,False
2024-02-10 16:11:09.811813290,Allen Carpenter,35,hombre,41,mujer,China,True,False,False
2024-02-10 16:12:31.744397237,Heather Bean,55,mujer,,,Japon,False,False,False
2024-02-10 16:18:55.629559051,James Adams,33,mujer,,,Japon,False,False,False
2024-02-10 16:20:04.350310689,Manuel Ramos,38,mujer,34,ninos,China,True,False,False
2024-02-10 16:26:58.591668364,Thomas Greene,39,mujer,,,China,False,False,False
2024-02-10 16:27:04.320807794,Linda Reeves,46,mujer,,,China,False,False,False
2024-02-10 16:29:36.331857215,Patricia Shepherd,36,mujer,,,China,False,False,False
2024-02-10 16:31:16.505316320,David Dean,41,mujer,,,China,False,False,False
2024-02-10 16:32:46.495603481,Christine George,48,mujer,,,Reino Unido,False,False,False
2024-02-10 16:40:25.135673641,Jennifer Myers,47,mujer,,,Japon,False,False,False
2024-02-10 16:48:53.444753782,Edward Kemp,34,mujer,,,EEUU,False,False,False
2024-02-10 16:55:57.590501758,Anthony Davenport,26,mujer,,,Japon,False,False,False
2024-02-10 17:13:16.782989510,Austin Hobbs,36,mujer,38,mujer,Japon,True,False,False
2024-02-10 17:15:55.360283671,Thomas Durham,34,mujer,,,EEUU,False,False,False
2024-02-10 17:17:02.382139140,Selena Jackson,47,mujer,41,hombre,Japon,True,False,False
2024-02-10 17:19:15.413864302,Andrew Guerra,33,mujer,,,China,False,False,False
2024-02-10 17:24:53.491793818,Hannah Myers,46,hombre,46,hombre,China,True,False,False
2024-02-10 17:26:34.576901960,Cathy Rodriguez,35,mujer,,,China,False,False,False
2024-02-10 17:30:35.358148643,George Hernandez,31,hombre,,,Reino Unido,False,False,False
2024-02-10 17:35:46.867066158,Karen Hurley,38,mujer,,,Japon,False,False,False
2024-02-10 17:42:22.076229404,Phillip Campbell,32,mujer,,,Japon,False,False,False
2024-02-10 17:50:11.428859868,Evelyn Martin,24,mujer,,,Japon,False,False,False
2024-02-10 17:58:06.629955057,Lori Velazquez,38,mujer,,,China,False,False,False
2024-02-10 18:03:55.926298881,Jeffrey Morton,33,mujer,,,China,False,False,False
2024-02-10 18:04:57.577871673,John Fletcher,42,mujer,,,Japon,False,False,False
2024-02-10 18:08:57.917078751,Julie Ortega,37,mujer,,,Reino Unido,False,False,False
2024-02-10 18:16:15.916723173,Alexis Nelson,42,hombre,,,China,False,False,False
2024-02-10 18:24:48.443973561,Brandon Martinez,19,mujer,,,Reino Unido,False,False,False
2024-02-10 18:25:06.503975737,Brandon Williams DDS,34,mujer,,,Japon,False,False,False
2024-02-10 18:27:25.431754774,Louis Allen,29,mujer,,,Reino Unido,False,False,False
2024-02-10 18:30:34.098642360,Edward Williams,29,hombre,,,EEUU,False,False,False
2024-02-10 18:32:10.521715843,Laura Blair,22,mujer,37,mujer,Japon,True,True,False
2024-02-10 18:37:31.729323533,Nicole Li,38,mujer,,,Japon,False,False,False
2024-02-10 18:38:42.065167919,Katherine Patrick,32,hombre,,,Reino Unido,False,False,False
2024-02-10 18:42:55.710800721,Samuel Sullivan,36,mujer,,,Japon,False,False,False
2024-02-10 18:45:41.723933928,Sarah Bray DVM,41,mujer,,,China,False,False,False
2024-02-10 18:46:28.685960077,Veronica Smith,28,hombre,,,China,False,False,False
2024-02-10 18:47:14.188222605,Joshua West,34,mujer,,,Japon,False,False,False
2024-02-10 18:48:42.850823448,Scott Santiago,34,mujer,,,China,False,False,False
2024-02-10 18:48:56.429321973,Mindy Knight,28,mujer,,,Japon,False,False,False
2024-02-10 18:53:57.620981479,Brian Newman,36,mujer,,,China,False,False,False
2024-02-10 19:08:10.732921310,Mary Powell,50,mujer,,,China,False,False,False
2024-02-10 19:10:08.662707290,Julie Garcia,37,mujer,45,hombre,Reino Unido,True,False,False
2024-02-10 19:18:10.292109108,Kyle Rios,45,hombre,,,Japon,False,False,False
2024-02-10 19:27:39.457416499,Karl Watkins,32,mujer,,,EEUU,False,False,False
2024-02-10 19:40:06.894424506,Lisa Mclean,44,hombre,,,Reino Unido,False,False,False
2024-02-10 19:52:10.437864675,Ashley Lewis,41,mujer,,,China,False,False,False
2024-02-10 19:53:01.448504516,Victoria Williams,38,hombre,49,hombre,EEUU,True,True,False
2024-02-10 20:00:06.503494009,Scott Murphy,47,mujer,,,Japon,False,False,False
2024-02-10 20:00:07.546108117,Christina Smith,51,mujer,,,Reino Unido,False,False,False
2024-02-10 20:00:09.743512082,David Hicks,33,mujer,,,China,False,False,False
2024-02-10 20:04:06.367536837,John Hayes,36,mujer,,,China,False,False,False
2024-02-10 20:04:45.618967238,Christopher West,45,mujer,,,China,False,False,False
2024-02-10 20:06:21.035410934,Tara Kelly,31,mujer,,,Japon,False,False,False
2024-02-10 20:10:17.717295474,Jennifer Anderson,40,mujer,,,Japon,False,False,False
2024-02-10 20:15:17.657601442,David Kemp,30,mujer,,,Japon,False,False,False
2024-02-10 20:16:08.322041013,Maurice Campbell,37,mujer,,,China,False,False,False
2024-02-10 20:18:23.674838668,Suzanne Miller,43,mujer,,,China,False,False,False
2024-02-10 20:26:11.121143813,Mark Benson,37,mujer,,,Reino Unido,False,False,False
2024-02-10 20:26:50.211364862,Lance Young,32,mujer,,,Japon,False,False,False
2024-02-10 20:31:43.136742504,Derrick Parker,27,mujer,,,Japon,False,False,False
2024-02-10 20:34:14.901740462,Brittany Martin,27,mujer,,,Japon,False,False,False
2024-02-10 20:34:26.050867361,Kelsey Taylor,53,mujer,,,China,False,False,False
2024-02-10 20:45:36.220024549,Sarah Jenkins,34,mujer,43,hombre,China,True,False,False
2024-02-10 20:50:27.076826563,David Kemp,30,mujer,,,Japon,False,False,False
2024-02-10 20:53:59.623054901,Jamie Flores,29,mujer,,,China,False,False,False
2024-02-10 20:54:27.685422651,Jordan Wilson,51,mujer,,,Japon,False,False,False
2024-02-10 20:55:39.318233702,Randy Benjamin,45,mujer,,,China,False,False,False
2024-02-10 20:56:10.918616783,Anne Davis,41,mujer,47,hombre,Japon,True,False,False
2024-02-10 21:03:12.082032277,Samantha Tyler,49,mujer,,,China,False,False,False
2024-02-10 21:09:11.019407264,Samuel Baker,49,mujer,,,China,False,False,False
2024-02-10 21:10:14.699268047,Zoe Webb,53,mujer,,,EEUU,False,False,False
2024-02-10 21:14:43.058969958,Tyler Burnett,35,mujer,,,Japon,False,False,False
2024-02-10 21:17:51.942483797,Matthew Sutton,28,mujer,,,Japon,False,False,False
2024-02-10 21:22:41.203442191,Leslie Morales,23,mujer,,,China,False,False,False
2024-02-10 21:23:44.818352377,Kerry Patrick,39,mujer,,,Japon,False,False,False
2024-02-10 21:25:32.589076782,Brittany Mason,37,mujer,,,China,False,False,False
2024-02-10 21:26:57.860217553,Ronald Smith,52,mujer,,,Japon,False,False,False
2024-02-10 21:31:18.571910662,Tyler Hill,49,mujer,,,EEUU,False,False,False
2024-02-10 21:31:45.656193152,Norman Lopez,31,mujer,,,China,False,False,False
2024-02-10 21:32:27.714134840,Gabrielle Miller,55,mujer,,,EEUU,False,False,False
2024-02-10 21:34:35.265856558,Nicholas Barrett,24,hombre,,,China,False,False,False
2024-02-10 21:36:00.404526638,Joseph Jones,54,mujer,,,Reino Unido,False,False,False
2024-02-10 21:38:02.269347004,Taylor Gates,37,mujer,,,China,False,False,False
2024-02-10 21:38:04.678458344,Donna Richardson,36,mujer,,,China,False,False,False
2024-02-10 21:41:12.294815721,Thomas Gray,48,mujer,,,Japon,False,False,False
2024-02-10 21:41:49.427701113,Amanda Powell,48,hombre,,,Japon,False,False,False
2024-02-10 21:52:50.230899637,Curtis Hall,49,mujer,39,mujer,China,True,False,False
2024-02-10 21:54:28.530812777,Veronica Hoffman,21,hombre,,,China,False,False,False
2024-02-10 22:00:29.214263292,Dwayne Brown,21,mujer,,,Japon,False,False,False
2024-02-10 22:05:28.687160302,William Mitchell,37,mujer,,,China,False,False,False
2024-02-10 22:08:10.835978318,April Morgan,29,mujer,,,Japon,False,False,False
2024-02-10 22:13:01.631553304,Lisa Hobbs,55,hombre,,,Japon,False,False,False
2024-02-10 22:15:00.236531876,Victor Phelps,45,hombre,,,Japon,False,False,False
2024-02-10 22:19:00.746334253,Brian Williams,39,mujer,,,China,False,False,False
2024-02-10 22:25:41.368279836,Harry Armstrong,38,mujer,,,Japon,False,False,False
2024-02-10 22:25:47.638403146,Lisa Williams,58,mujer,,,China,False,False,False
2024-02-10 22:26:42.522884079,Erica Scott,37,hombre,,,EEUU,False,False,False
2024-02-10 22:31:23.427383541,Roger Perez,27,mujer,,,China,False,False,False
2024-02-10 22:35:56.721324051,Patricia Norman,19,mujer,,,China,False,False,False
2024-02-10 22:36:00.274290289,Mr. Adrian Tate,48,mujer,,,Japon,False,False,False
2024-02-10 22:41:01.604272067,Angel Turner,48,mujer,,,China,False,False,False
2024-02-10 22:41:40.627598541,Morgan Silva,48,mujer,,,China,False,False,False
2024-02-10 22:44:51.495893390,Christina Hernandez,43,mujer,,,China,False,False,False
2024-02-10 22:47:39.109532248,Joel Frey,47,mujer,,,China,False,False,False
2024-02-10 22:54:34.423310124,Gina Meyer,36,mujer,,,Japon,False,False,False
2024-02-10 22:55:26.242191503,David Phillips,41,hombre,47,hombre,Japon,True,True,False
2024-02-10 22:56:14.170888294,Marc Thomas,25,hombre,,,Japon,False,False,False
2024-02-10 22:57:19.018509033,Justin Delgado,33,mujer,,,China,False,False,False
2024-02-10 23:00:27.402323630,Jennifer Miller,37,hombre,,,Japon,False,False,False
2024-02-10 23:05:17.135530545,Harry Henderson,30,hombre,,,Japon,False,False,False
2024-02-10 23:07:24.295025014,Christopher Peterson,57,mujer,,,Japon,False,False,False
2024-02-10 23:12:34.476623676,Joseph Jones,54,mujer,,,Reino Unido,False,False,False
2024-02-10 23:18:25.288609995,Jean Erickson,38,mujer,,,Reino Unido,False,False,False
2024-02-10 23:20:10.636617673,Samantha Flores,45,mujer,,,EEUU,False,False,False
2024-02-10 23:25:34.690043631,Joe Barnett,30,mujer,,,China,False,False,False
2024-02-10 23:27:15.672100105,Keith Gilbert,30,hombre,,,Japon,False,False,False
2024-02-10 23:29:37.163691169,Jeremy Hansen,38,mujer,,,Reino Unido,False,False,False
